# Velocities of the atoms in each direction in reduced units at the initial state for  Ar
# The variance of the normal (Gaussian) distribution is = 0.8497058314499201
 Atom                                      V(x)                 V(y)                 V(z) 
 614                                    0.09503              1.61052             -0.33225 
 615                                   -1.25564             -0.97990             -0.91567 
 616                                    0.30230              0.18336             -0.11544 
 617                                    0.07062             -0.95202             -0.75503 
 618                                    0.86316              0.80494             -1.03671 
 619                                    0.02167             -0.92991             -0.42907 
 620                                   -0.44222             -1.26537              0.74918 
 621                                    0.73130              0.02486             -0.33415 
 622                                   -0.31079             -1.30003             -0.44057 
 623                                   -0.12130              0.03236             -0.75671 
 624                                    0.26906             -0.75678             -0.75122 
 625                                    1.78609             -0.18122              1.34720 
 626                                    1.77162             -0.70635              0.74471 
 627                                   -1.51659              0.17633             -0.60384 
 628                                   -0.82931             -0.66094              0.41980 
 629                                   -0.35698              0.63869              0.93772 
 630                                    0.08692             -0.62559              1.00775 
 631                                    1.36143             -0.11390             -0.94461 
 632                                   -0.53756              0.33562             -0.46592 
 633                                   -0.23006              0.06739              0.33937 
 634                                   -0.36727             -0.40030             -2.05250 
 635                                   -0.43291              0.49185              2.02803 
 636                                    1.63557              1.16279              0.34043 
 637                                    1.01270              0.83253              0.42383 
 638                                   -0.61946             -0.06862              0.27081 
 639                                   -0.05538              0.48231              0.25291 
 640                                    0.31660              0.43147              0.40490 
 641                                   -0.86928              0.61346              0.07552 
 642                                   -0.62015             -0.36671              1.87764 
 643                                   -0.43528              1.37318             -0.95320 
 644                                   -0.90293              0.99287             -0.31802 
 645                                    1.15109             -0.06911              0.01749 
 646                                    0.78063              1.44991              0.00990 
 647                                   -1.03407              0.28609              0.95606 
 648                                   -0.42914             -0.03483              0.16130 
 649                                   -0.64315             -0.32181             -1.07949 
 650                                   -0.12682              1.75296              0.19250 
 651                                    1.71612             -2.24838             -0.42551 
 652                                    1.30177             -0.23678             -1.37905 
 653                                   -0.98896             -0.23319              0.25105 
 654                                   -0.95444              0.77095             -0.67504 
 655                                   -0.07170             -0.88068             -0.91818 
 656                                   -0.46273             -1.30853              0.64776 
 657                                   -0.25231             -0.54875              0.42264 
 658                                   -0.70548             -0.40100             -1.05794 
 659                                    1.19081              0.89781              1.30148 
 660                                   -0.53361              1.00430             -1.53849 
 661                                   -0.44346             -0.96832             -0.40264 
 662                                   -0.48778             -1.21372             -0.42555 
 663                                   -0.38471              0.63004              0.98886 
 664                                   -1.28894              1.30775              0.32794 
 665                                    1.48066             -0.48260             -0.11163 
 666                                   -0.36421             -0.73195              0.26277 
 667                                    0.84203              0.25490              1.64386 
 668                                    1.43439             -0.09182              0.93797 
 669                                   -0.03871              0.69651             -2.46201 
 670                                    0.35202              1.03528              0.52873 
 671                                   -1.07928             -0.63753             -0.32000 
 672                                    0.02826             -0.65525             -0.94621 
 673                                    0.74621              0.73065             -1.56129 
 674                                    0.07879             -0.51553              1.20026 
 675                                    0.33005              0.69792             -0.12591 
 676                                   -0.68991             -0.27699             -0.51088 
 677                                   -1.16319              0.09460              0.06824 
 678                                    1.15390             -0.19502             -0.82190 
 679                                    0.07254             -0.32007              0.28109 
 680                                    0.86273              0.81839             -1.43996 
 681                                   -0.32573             -0.25481              1.09954 
 682                                   -2.00539              0.45832              1.83479 
 683                                   -0.47309             -0.35971             -0.19405 
 684                                   -0.13628             -1.34246              0.02030 
 685                                   -0.73155              0.30085              0.95556 
 686                                   -0.08212              0.71467              0.32090 
 687                                   -0.57004             -0.18997             -0.35834 
 688                                   -0.83122              0.15999             -0.61296 
 689                                    0.11999              0.59005             -1.57757 
 690                                   -0.51067             -0.20438             -0.23816 
 691                                    2.46113             -0.93226              0.07695 
 692                                    1.16046             -0.01838              0.32520 
 693                                    0.39999             -0.57091             -0.92910 
 694                                   -0.04491             -0.91182              0.83246 
 695                                    0.63338              0.17815              0.56780 
 696                                    0.77589              0.09004             -1.73616 
 697                                   -0.25473             -1.10867             -0.52700 
 698                                    1.45527             -1.38963              0.07018 
 699                                    0.91032              0.79367              0.98280 
 700                                    0.36359              1.87343              0.17889 
 701                                   -0.52363              0.36296             -0.38275 
 702                                   -0.07958             -0.46589             -0.12813 
 703                                   -0.08921             -0.02353              1.02433 
 704                                   -0.21346              0.58796             -0.78327 
 705                                   -1.39382              1.01474              0.42060 
 706                                    1.67529              0.35215             -0.55568 
 707                                   -1.29202              0.28199             -1.56640 
 708                                    0.57555              0.82596              1.21927 
 709                                    0.57860             -2.11415             -1.07998 
 710                                   -1.58331              0.03875              0.09128 
 711                                    0.62072             -0.72167             -0.13655 
 712                                    0.25296              0.64972              0.90157 
 713                                    1.66458              1.54724              0.05289 
 714                                   -0.57899             -0.40465             -0.32969 
 715                                    1.51545              0.31872             -0.26891 
 716                                   -0.63984              0.99760              1.07390 
 717                                    1.23826              0.97409             -0.44161 
 718                                    0.45891              0.13134             -0.04422 
 719                                    0.88258              0.05598              0.80886 
 720                                    0.30001              1.26843              0.01375 
 721                                    1.04876             -0.58063             -0.77802 
 722                                   -0.97061              0.20406             -0.51267 
 723                                    0.51746             -0.77694             -0.00583 
 724                                   -0.62470              1.55823              0.49581 
 725                                    0.60203             -0.88642              0.73534 
 726                                    0.61708             -0.55703             -0.27871 
 727                                   -1.41729              1.19886              0.86376 
 728                                   -0.75710             -0.17472             -0.37960 
 729                                   -0.03673              0.22575             -0.38217 
 730                                    1.73969             -0.74357              0.38507 
 731                                    0.06082             -0.11776             -0.76944 
 732                                   -0.00704              0.49921              0.93042 
 733                                    1.96858             -0.57032              0.81721 
 734                                    0.60545              1.56103              0.21781 
 735                                   -1.07390             -0.16716              0.28630 
 736                                   -0.14351             -0.06823             -0.28651 
 737                                   -0.26132             -0.82966             -0.87728 
 738                                   -1.41451              0.54513              0.87729 
 739                                   -1.46164              0.67387             -1.18254 
 740                                   -2.20459              0.19826             -0.16561 
 741                                   -0.32825              0.13609             -0.31152 
 742                                    0.81094              1.34514             -0.68767 
 743                                   -0.46022             -0.10746             -1.30221 
 744                                    0.90145             -0.11275             -1.24849 
 745                                   -0.82921             -0.05978             -0.89748 
 746                                    1.19121             -1.24360              0.24724 
 747                                   -0.13951              0.47243              0.05988 
 748                                   -0.50970              0.57224             -0.60342 
 749                                    0.53577             -0.71623             -0.05032 
 750                                    0.43746             -1.42821              0.67915 
 751                                    0.62521             -1.06576             -0.16151 
 752                                   -2.34316             -1.61774              1.42389 
 753                                   -0.36069             -0.78710              0.01868 
 754                                    0.40350             -0.30938             -1.40886 
 755                                   -1.16307              0.41644             -0.41143 
 756                                    0.08403              0.65831             -0.46680 
 757                                   -0.61009             -1.07827              1.04493 
 758                                   -0.80607              0.72852              0.64447 
 759                                   -0.06449             -0.21796              0.77455 
 760                                   -0.40096              1.19105             -0.00299 
 761                                    0.50033              0.70527              0.33454 
 762                                    1.51732             -0.94527             -1.07242 
 763                                    1.56060             -0.33302              0.44478 
 764                                   -0.44126             -1.01898             -0.54997 
 765                                   -0.59306              0.03280              0.80150 
 766                                   -0.51564              0.30820              0.89282 
 767                                    0.00996             -0.94585             -1.59192 
 768                                    2.03612              0.53288              0.37869 
 769                                    1.43457              0.70148              0.28938 
 770                                   -0.07593              0.23412              0.07544 
 771                                    0.03452             -0.24005             -0.00216 
 772                                    0.23737             -0.34923             -0.72252 
 773                                   -1.46928             -1.87718              0.11007 
 774                                    1.31277             -1.64512             -0.36282 
 775                                   -0.03346             -0.25332             -0.36601 
 776                                    0.02866             -0.15008              1.80561 
 777                                    0.94488              0.24581              0.24902 
 778                                   -1.44755             -0.78834             -0.64764 
 779                                    0.90546              1.57744              0.62299 
 780                                    0.39688              0.15117              0.65646 
 781                                    0.44529             -0.05766             -0.77963 
 782                                   -1.19518             -0.62856              1.94398 
 783                                    1.00896             -0.03643             -0.15077 
 784                                   -0.67596              0.31068              0.47155 
 785                                    1.23708             -1.53157              0.87450 
 786                                    0.56016             -0.62684              0.25992 
 787                                   -0.78928             -0.16051             -0.29318 
 788                                   -0.02035              1.02556              1.49835 
 789                                   -0.80899             -0.08768             -1.05601 
 790                                    0.18350             -0.54770              0.50188 
 791                                   -0.92459              1.55918             -1.06008 
 792                                    1.44027             -0.12528              1.16309 
 793                                   -0.12414              0.34358              0.47914 
 794                                    0.90989              0.20075             -0.65723 
 795                                    0.34396             -0.71792             -1.13206 
 796                                   -0.68773             -0.31292              1.48736 
 797                                   -0.75636             -0.39828              0.65380 
 798                                   -2.18413             -0.47719              0.93326 
 799                                   -0.92503             -1.20413              1.68689 
 800                                    0.00531              0.12041             -0.06920 
 801                                    0.80874             -0.21547             -1.46713 
 802                                    0.32580              0.50817             -0.07231 
 803                                   -0.66058              0.39667              0.21779 
 804                                   -0.35901              1.40709              0.39362 
 805                                    0.78083              0.15032              0.41544 
 806                                   -0.22099              0.41832              0.09972 
 807                                   -0.14768              0.21529             -0.44835 
 808                                   -1.32538              1.04997              0.28909 
 809                                    0.09070              0.62586              1.25191 
 810                                    0.54849              0.94883              0.41057 
 811                                   -1.36442              0.90354              1.94889 
 812                                   -0.28754             -0.56780             -0.28076 
 813                                    0.06256             -0.69223              0.67661 
 814                                    0.44849             -1.61745              0.49249 
 815                                   -0.26529              0.49372             -1.03335 
 816                                   -0.01958             -1.90125              0.50668 
 817                                    1.05294             -0.14543              0.54805 
 818                                   -1.03420              1.38484             -0.05313 
 819                                   -1.39492             -1.32000             -0.00375 
 820                                   -0.67838              1.58981              1.34195 
 821                                   -1.99011              0.02558             -1.06325 
 822                                   -2.04098             -0.14119             -0.72782 
 823                                    0.39325              1.09103             -0.00571 
 824                                   -1.05957             -0.92574              0.59107 
 825                                   -0.00127             -0.92896              0.85083 
 826                                    0.01084              1.53744             -0.82736 
 827                                    0.65156              1.23783              0.44956 
 828                                   -1.07930              0.75929             -1.55211 
 829                                   -0.30478              0.56851              1.52234 
 830                                   -0.28155             -0.27931              1.73386 
 831                                    0.96511              1.50279             -1.65954 
 832                                    0.67253             -0.52219             -1.43222 
 833                                   -1.73512             -0.70556             -0.16156 
 834                                    0.06538             -0.53327              1.15265 
 835                                    0.78421              1.31020              0.61521 
 836                                   -0.15333              0.40819              0.61017 
 837                                   -0.23802             -0.83011              0.40761 
 838                                   -0.55623              2.09541             -0.49752 
 839                                    2.45766             -0.61844             -1.36590 
 840                                   -1.21795             -0.82560              0.62031 
 841                                   -1.23851             -0.99873             -0.58069 
 842                                   -1.60506             -0.37667              0.85709 
 843                                   -0.81480             -0.36053              0.29195 
 844                                   -0.32724              0.61188             -0.08183 
 845                                    0.60824             -0.00996              0.47535 
 846                                   -0.58633              1.02014              1.40789 
 847                                    0.75370             -0.67585             -0.11012 
 848                                    0.14782              0.72613             -0.16730 
 849                                   -0.09903              0.11600              0.72351 
 850                                   -0.63719              1.31558              2.33809 
 851                                    0.11179             -0.41702              1.51696 
 852                                    1.24745              0.07900             -0.53718 
 853                                    0.51936              0.85474              0.99535 
 854                                    0.97981             -0.62518              0.24026 
 855                                   -0.72010             -0.12946              0.91900 
 856                                    0.05808             -0.86689             -0.33015 
 857                                    0.96659             -0.46390             -0.03856 
 858                                    0.06544              0.06024             -0.61392 
 859                                   -0.09928              0.09367             -0.31391 
 860                                    0.79227             -0.74808              0.14681 
 861                                   -1.34452              0.47131              1.24608 
 862                                   -0.54248              0.32596             -0.37244 
 863                                   -0.38063              1.03933              0.47107 
 864                                    0.26264             -0.71836             -0.87495 
